ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance (mi),DelayFromTypicalTraffic (mins),DelayFromFreeFlowSpeed (mins),Congestion_Speed (mph),Description,Street,City,Country,State,Vehicle_Count,Pedestrian_Count,Emergency_Vehicle_Presence,Weather_Condition,Time_of_Day,Traffic_Flow_Rate,Signal_Timer_Setting,Accident_Reported
5468,4,39.858892221402755,-85.17395980035886,2024-07-18 13:34:15.445544554,2024-07-18 13:46:15.445544554,4.531865021697375,3,31,12.098835872009,Thought hospital reduce value TV box step.,Williams View,Adrianberg,USA,AZ,83,7,0,Clear,Evening,122,18,0
5469,2,48.19891981634875,-120.72045253189773,2024-07-18 14:26:49.360936094,2024-07-18 14:47:49.360936094,2.7315727355596016,28,35,37.63773847505896,Action minute contain arm sport.,Joshua Glen,Chelseachester,USA,PR,25,2,0,Fog,Afternoon,144,77,0
5470,1,26.78322091305711,-69.85499820277744,2024-07-18 15:19:23.276327632,2024-07-18 15:27:23.276327632,2.477733832764674,40,28,59.05746073677468,Suddenly population animal body bit a again.,Douglas Estates,West Garyborough,USA,WV,92,0,0,Rain,Afternoon,33,36,0
5471,2,39.50961827870686,-106.97621264577525,2024-07-18 16:11:57.191719172,2024-07-18 17:03:57.191719172,3.694038132840094,10,26,30.751852211681168,Yet senior coach amount PM.,Samantha Square,South Kimberlyland,USA,NC,7,3,0,Rain,Night,38,41,0
5472,5,42.738150416607326,-69.2476578352311,2024-07-18 17:04:31.107110710,2024-07-18 17:42:31.107110710,2.116650607336479,20,3,8.044630373198771,Walk produce summer eight with mean.,Ashley Expressway,Danielport,USA,NY,16,2,0,Clear,Morning,125,52,0
5473,2,42.22636442340728,-81.16150426570067,2024-07-18 17:57:05.022502250,2024-07-18 18:05:05.022502250,3.9700875698802203,10,37,35.91045431884632,Year debate action adult cup.,Lawrence Loaf,Ericchester,USA,DE,42,4,0,Clear,Evening,139,77,0
5474,2,31.672140226650598,-102.91521563412508,2024-07-18 18:49:38.937893788,2024-07-18 19:26:38.937893788,1.2475505207854134,49,32,9.80246705877046,Oil visit find well.,Lewis Summit,New David,USA,ME,35,10,0,Rain,Night,77,14,0
5475,3,37.57544253307907,-82.30433431478059,2024-07-18 19:42:12.853285328,2024-07-18 20:33:12.853285328,0.5226128208574159,51,11,22.089906245694017,Value newspaper establish news including.,Joseph Squares,Lake Steven,USA,CT,62,15,1,Clear,Evening,6,70,0
5476,4,30.786190406180904,-123.46564225545599,2024-07-18 20:34:46.768676868,2024-07-18 21:28:46.768676868,2.8544943331898405,4,5,57.47392399768327,Wear try exactly movement state special green.,Brian Trace,Eileenside,USA,OK,55,19,0,Clear,Evening,53,63,0
5477,1,41.758276640222206,-102.64932267509789,2024-07-18 21:27:20.684068406,2024-07-18 21:49:20.684068406,2.019450090924168,2,26,6.27965829774087,Bring also often table maintain hospital serve.,Nicole Lodge,South Sandra,USA,NC,70,18,0,Clear,Afternoon,121,113,0
5478,3,26.71593203471573,-79.33825085861409,2024-07-18 22:19:54.599459946,2024-07-18 22:42:54.599459946,1.2833922965797484,47,2,35.75606043391967,Fill generation whose raise himself feel Mr data.,Michelle Motorway,Port Arianashire,USA,TX,65,6,0,Clear,Afternoon,72,31,0
5479,2,28.791743223729988,-99.2485854220713,2024-07-18 23:12:28.514851484,2024-07-19 00:06:28.514851484,0.7708629606793631,45,26,8.051214608768909,Few analysis soldier kitchen tough picture.,Krause Light,South Derekfort,USA,WY,12,16,1,Clear,Afternoon,95,108,0
5480,3,42.95012441438888,-90.6002306271717,2024-07-19 00:05:02.430243024,2024-07-19 00:42:02.430243024,4.018100291710695,6,28,20.485700672439712,Yard fact media fly.,Laura Parkway,Jacobshire,USA,MA,99,10,0,Fog,Afternoon,106,57,0
5481,1,41.30685286305027,-83.23156239489359,2024-07-19 00:57:36.345634562,2024-07-19 01:08:36.345634562,0.768644413544144,23,42,57.97057053552888,Plan national science head.,David Crossing,Samanthaberg,USA,OR,61,13,0,Clear,Night,116,106,0
5482,3,42.56306098782281,-114.74605645034505,2024-07-19 01:50:10.261026102,2024-07-19 02:40:10.261026102,4.821312301898237,39,11,13.351055964486596,Anyone subject the many popular front life.,Julia Port,Yoderville,USA,OH,42,4,1,Snow,Night,109,19,0
5483,4,29.965190035923975,-87.99131047068227,2024-07-19 02:42:44.176417642,2024-07-19 03:20:44.176417642,1.1861697092122447,18,26,18.744053145241764,After head process think.,Ashley Springs,North Ericberg,USA,WY,79,19,0,Clear,Night,78,22,0
5484,2,45.25993330963664,-101.98690407236278,2024-07-19 03:35:18.091809180,2024-07-19 04:02:18.091809180,4.214253309218456,55,5,36.383299553529376,List white structure.,Anthony Plains,West George,USA,MD,82,16,0,Clear,Evening,20,110,0
5485,1,39.44437095357988,-70.2512094183659,2024-07-19 04:27:52.007200720,2024-07-19 04:38:52.007200720,2.807368301147431,22,32,49.44289806600419,Enough exist necessary send risk market.,Murray Rest,Laurachester,USA,NY,97,1,0,Clear,Night,96,103,0
5486,4,39.79817716753694,-97.90413625960352,2024-07-19 05:20:25.922592258,2024-07-19 06:07:25.922592258,4.069163295629482,26,33,19.94424456068778,Total discuss place seat soon.,Moses Parkways,Grahamville,USA,DC,43,13,0,Clear,Evening,74,112,0
5487,4,34.171613162781185,-91.89569339769571,2024-07-19 06:12:59.837983798,2024-07-19 06:31:59.837983798,1.1529652920865927,11,20,29.181898848646863,Let dream area capital since trade tax.,Kevin Trail,New Williamberg,USA,KS,12,8,0,Rain,Night,101,85,0
5488,1,36.02656198434742,-92.7484353031137,2024-07-19 07:05:33.753375336,2024-07-19 07:22:33.753375336,0.6864478739015667,19,25,30.32670669327196,Stock story central candidate sport public interview.,Smith Circle,Moniqueton,USA,UT,49,16,0,Rain,Morning,79,79,0
5489,3,32.96262015169187,-101.95122588542422,2024-07-19 07:58:07.668766876,2024-07-19 08:05:07.668766876,1.741709449655553,51,5,58.09846639951603,Suddenly someone another.,Ellen Fork,Stanleyton,USA,CT,50,7,0,Clear,Afternoon,66,61,0
5490,3,45.37785655852366,-108.15041361837145,2024-07-19 08:50:41.584158416,2024-07-19 09:45:41.584158416,0.7591634512159371,9,22,41.261839307179656,Ground none artist yard discussion.,Morgan Ferry,Robertland,USA,MT,43,5,0,Snow,Afternoon,107,113,0
5491,3,46.23145994366506,-107.1055775301408,2024-07-19 09:43:15.499549954,2024-07-19 09:59:15.499549954,2.0079972687694374,25,43,15.467487572496987,Sport audience paper discussion total data think.,Kristin Groves,Mirandabury,USA,LA,58,17,0,Clear,Night,21,73,0
5492,1,45.265307644116945,-72.18686502552364,2024-07-19 10:35:49.414941494,2024-07-19 11:15:49.414941494,4.725786842061863,11,20,44.223697775522204,Second toward change above star.,Murphy Groves,Lake Stevenmouth,USA,UT,24,2,0,Clear,Evening,116,108,0
5493,4,40.261026279161555,-93.44217537080615,2024-07-19 11:28:23.330333032,2024-07-19 11:48:23.330333032,2.4359137086038904,27,23,22.971182276941697,Deep catch painting sell and speak.,Miranda Hollow,Valeriehaven,USA,ND,95,11,0,Rain,Morning,147,26,0
5494,3,31.084998599239295,-101.27156231286402,2024-07-19 12:20:57.245724572,2024-07-19 13:07:57.245724572,4.80196504686362,26,23,17.19728187102678,That animal win process.,Michael Lane,Rodriguezland,USA,MH,26,11,0,Clear,Evening,68,79,1
5495,1,47.430663318240406,-106.37909868726179,2024-07-19 13:13:31.161116112,2024-07-19 13:24:31.161116112,0.5333694479795394,1,26,26.99004739546667,On look indeed wait race enough knowledge.,Wu Island,South David,USA,GU,33,3,0,Fog,Night,15,55,0
5496,4,30.604666439457567,-115.91721385716556,2024-07-19 14:06:05.076507650,2024-07-19 14:33:05.076507650,1.8570695507217392,15,27,50.406293569521736,Scene operation few claim.,Luis Cliffs,New Norma,USA,NJ,46,8,0,Snow,Afternoon,41,98,1
5497,5,45.268621126573606,-69.59271701955205,2024-07-19 14:58:38.991899190,2024-07-19 15:45:38.991899190,4.6289309489463655,1,21,20.07297748840842,Himself air couple as ever nice firm many.,Jennifer Place,Braymouth,USA,KS,45,15,0,Fog,Morning,11,10,0
5498,2,43.40309505511826,-95.79914524229021,2024-07-19 15:51:12.907290728,2024-07-19 16:42:12.907290728,3.326200327539352,5,12,50.72142323686455,Day smile particularly guess machine country.,Olivia Center,Phillipmouth,USA,MA,9,12,0,Clear,Night,101,26,0
5499,1,25.190642885932014,-71.66354656515871,2024-07-19 16:43:46.822682268,2024-07-19 17:02:46.822682268,1.9672998736047251,6,18,51.149022584503456,Environmental wind during process.,Lester Village,Jenkinsmouth,USA,FL,23,19,1,Clear,Night,95,60,0
5500,5,45.82481113242493,-88.30823447069551,2024-07-19 17:36:20.738073806,2024-07-19 18:20:20.738073806,0.1183504896546598,39,33,38.07263703832229,Maintain here measure.,Sarah Springs,Silvastad,USA,CO,22,19,0,Clear,Afternoon,91,98,0
5501,3,40.228721663011946,-98.61369435132747,2024-07-19 18:28:54.653465346,2024-07-19 18:48:54.653465346,0.14821672835479033,51,25,55.77619757486583,Wish soldier miss be can husband.,Douglas Orchard,Leefort,USA,DC,80,0,0,Snow,Morning,84,48,0
5502,3,36.88519901109182,-91.40153331826065,2024-07-19 19:21:28.568856886,2024-07-19 20:08:28.568856886,0.8927806419123652,23,2,57.936898729077214,Hair since before school project ok.,Knight Land,Isaiahmouth,USA,MH,38,10,1,Clear,Evening,115,39,0
5503,1,26.70519693539516,-102.7321635199801,2024-07-19 20:14:02.484248424,2024-07-19 20:25:02.484248424,1.7311175758164077,24,7,27.233943028883104,No sort around culture set.,Oconnor Coves,Greenestad,USA,ME,77,3,0,Clear,Evening,27,22,0
5504,3,31.091633211588782,-87.16142202014665,2024-07-19 21:06:36.399639964,2024-07-19 21:15:36.399639964,1.9783793352504537,2,27,28.60445287272368,Media despite health financial man.,Bauer Fall,New Ryan,USA,CT,48,19,0,Clear,Morning,77,13,0
5505,5,29.60415208107572,-121.55430102734783,2024-07-19 21:59:10.315031502,2024-07-19 22:58:10.315031502,0.12813900557071636,3,9,43.052805207146356,Several partner no speech it.,Jensen Square,Hollowaychester,USA,KY,36,1,0,Clear,Night,139,31,1
5506,1,34.704252995285074,-98.71720900156268,2024-07-19 22:51:44.230423042,2024-07-19 23:35:44.230423042,4.842727377724645,47,5,15.918763987298213,Official property avoid clear camera.,Carter Island,Josephmouth,USA,OH,58,11,0,Clear,Morning,130,101,0
5507,4,42.37115890218879,-102.59092086588979,2024-07-19 23:44:18.145814580,2024-07-20 00:20:18.145814580,4.040841895677844,33,27,14.06382374143373,School marriage building conference remain whatever language.,Christopher Mountains,North Michaelside,USA,VT,51,10,0,Clear,Evening,133,24,0
5508,5,43.183980384115756,-79.28482548848,2024-07-20 00:36:52.061206120,2024-07-20 00:46:52.061206120,4.498090646160521,27,16,44.077863825602286,Open person plan certain.,Susan Dam,North Markshire,USA,CO,74,6,0,Fog,Afternoon,101,91,0
5509,1,28.203013308894334,-78.33582929269437,2024-07-20 01:29:25.976597660,2024-07-20 02:19:25.976597660,4.549098529858671,41,24,29.063072770066448,Right identify fine age.,Patel Bridge,Hansenstad,USA,WA,93,11,0,Clear,Evening,115,97,0
5510,5,33.470744374905166,-117.40741899438463,2024-07-20 02:21:59.891989198,2024-07-20 02:42:59.891989198,1.4590093837332878,29,39,51.379061785869084,Administration us suggest collection only place someone necessary.,Nguyen Mills,Lake Michael,USA,FL,56,1,0,Clear,Night,128,100,0
5511,4,41.5347880359727,-71.86003953742369,2024-07-20 03:14:33.807380738,2024-07-20 03:39:33.807380738,1.8389738941421612,8,41,8.00768454085339,Him single between ten into century.,Martinez Mountains,Wilkersonhaven,USA,KS,78,14,0,Snow,Evening,122,109,1
5512,3,32.74972334487603,-94.07474056314632,2024-07-20 04:07:07.722772276,2024-07-20 04:12:07.722772276,4.016714347535779,2,40,24.286967399530894,Themselves owner star player remain expert explain.,Parker Passage,West David,USA,NC,16,6,0,Clear,Night,28,48,0
5513,4,26.721803557857353,-90.90619039633592,2024-07-20 04:59:41.638163816,2024-07-20 05:33:41.638163816,4.876135584694644,3,25,13.596435882725896,Process right help rock.,Massey Road,North Stephanie,USA,GU,30,17,0,Clear,Evening,73,78,0
5514,5,33.62465942029109,-87.60552066684596,2024-07-20 05:52:15.553555354,2024-07-20 06:10:15.553555354,1.8355052727519827,1,29,11.545991792357594,Final knowledge or thought TV strategy.,Michael Circle,Ayalashire,USA,TX,83,8,0,Clear,Morning,45,10,0
5515,3,37.67454564177861,-89.74847626148902,2024-07-20 06:44:49.468946894,2024-07-20 07:26:49.468946894,2.0326916578893033,27,22,36.194311180540325,Hour not finish decide might phone effort dream.,Ryan Flat,South Lisaton,USA,KY,66,14,0,Clear,Night,115,106,0
5516,5,31.766561448163994,-89.24185960238958,2024-07-20 07:37:23.384338434,2024-07-20 07:55:23.384338434,2.0564388657100654,3,27,53.66824378352801,Relate firm town short among.,Jessica Turnpike,Murraymouth,USA,MS,8,11,1,Snow,Morning,42,76,0
5517,3,42.15891119336988,-124.00270387363167,2024-07-20 08:29:57.299729972,2024-07-20 09:20:57.299729972,1.5410226277226078,38,43,49.222283225492106,Many community responsibility idea major.,Charles Overpass,Crystalland,USA,CO,75,11,0,Rain,Evening,28,27,0
5518,3,37.17206708619524,-95.02266087400355,2024-07-20 09:22:31.215121512,2024-07-20 09:42:31.215121512,0.8490362740653091,46,32,27.401304684483854,Meet society water candidate very.,Little Circle,New Robin,USA,MH,14,12,0,Clear,Evening,92,119,0
5519,4,44.92817148810484,-110.42150927931029,2024-07-20 10:15:05.130513050,2024-07-20 10:55:05.130513050,1.9810300430592875,7,21,14.818802890111717,Note democratic bed.,Michelle Isle,Port Kyleton,USA,GA,11,14,0,Clear,Night,13,67,0
5520,4,36.98033371358411,-86.80982780843127,2024-07-20 11:07:39.045904590,2024-07-20 11:44:39.045904590,1.3465438163081707,52,39,11.765877654492705,Friend media tonight fine movement.,Harris Row,East Krista,USA,CA,22,7,0,Clear,Morning,5,117,0
5521,3,30.976491654539974,-89.6104379227015,2024-07-20 12:00:12.961296130,2024-07-20 12:06:12.961296130,2.9606425302835953,40,8,46.15025642335496,Near whatever our.,Johnston Squares,Lake Tina,USA,CO,81,14,0,Clear,Evening,143,30,0
5522,2,45.928651450336496,-82.82208576953644,2024-07-20 12:52:46.876687668,2024-07-20 13:11:46.876687668,4.884177688326309,12,16,43.96797868101924,Phone learn view provide two administration later.,Rodriguez Run,South Bradley,USA,MD,42,0,0,Rain,Night,80,83,0
5523,3,40.973842142752105,-117.52040116577345,2024-07-20 13:45:20.792079208,2024-07-20 13:55:20.792079208,4.799635501213203,54,3,33.86726747711232,Difference spend back later book call.,Joel Ridges,Leemouth,USA,MA,33,5,0,Clear,Night,88,84,0
5524,2,45.591661149882334,-106.81656839965773,2024-07-20 14:37:54.707470746,2024-07-20 14:43:54.707470746,0.6521424234547567,57,20,13.209788515776149,Together play wear consider factor.,Jon Haven,North Julia,USA,MA,94,1,0,Clear,Afternoon,149,17,0
5525,5,26.880730430443627,-106.87584160711913,2024-07-20 15:30:28.622862286,2024-07-20 16:29:28.622862286,2.638944232043226,55,34,8.783135842514094,Its even major treat well how.,David Views,Russoview,USA,SC,12,9,0,Clear,Afternoon,92,99,0
5526,2,41.6536448481488,-96.52597847702904,2024-07-20 16:23:02.538253824,2024-07-20 17:10:02.538253824,4.921543242957146,15,15,11.644851911851472,Security real push young.,Rachel Rue,Laurastad,USA,IA,81,3,0,Rain,Morning,76,53,0
5527,1,35.54826529091826,-94.65369011755773,2024-07-20 17:15:36.453645364,2024-07-20 17:20:36.453645364,0.32666350219949636,56,9,6.92187998541899,Case involve almost too once.,Fisher Underpass,Sanchezberg,USA,GA,98,16,0,Fog,Night,84,61,0
5528,2,25.64814820167923,-113.48057817705414,2024-07-20 18:08:10.369036904,2024-07-20 18:28:10.369036904,1.3598017005485108,58,9,26.79558600281903,Remember total sometimes.,Denise Forges,Lake Victoria,USA,IL,59,5,0,Clear,Night,54,67,0
5529,4,44.59485910891776,-76.50272757965202,2024-07-20 19:00:44.284428442,2024-07-20 19:29:44.284428442,4.437239483270349,33,41,44.845532434563175,Partner star southern show very carry technology.,Wilcox Station,Emilychester,USA,HI,68,1,0,Clear,Evening,119,15,0
5530,3,41.9004213328044,-69.15632678718993,2024-07-20 19:53:18.199819982,2024-07-20 20:45:18.199819982,0.14179608496555002,49,29,49.18116441261273,Others west team.,Tina Expressway,Nancyfurt,USA,NH,10,10,0,Clear,Night,135,78,0
5531,1,30.168461094713074,-103.91342905387208,2024-07-20 20:45:52.115211520,2024-07-20 21:28:52.115211520,4.574540978837383,10,39,6.212476454453057,Process future focus.,Benjamin Cape,Michaelville,USA,AK,54,17,0,Clear,Afternoon,34,66,0
5532,1,48.74546162887137,-80.33752837629422,2024-07-20 21:38:26.030603060,2024-07-20 22:20:26.030603060,4.086749279504601,41,31,57.03577722489381,Number from chair budget quickly example seem Mrs.,David Center,Josephside,USA,AK,56,11,0,Clear,Afternoon,141,72,0
5533,3,47.99038951078766,-92.37760294571999,2024-07-20 22:30:59.945994598,2024-07-20 23:10:59.945994598,2.38086940774743,29,1,5.882502246046128,Should create major five their business manager feel.,Angela Passage,Kyleside,USA,ME,74,13,0,Clear,Morning,83,32,0
5534,4,29.099905331280247,-98.13159872237563,2024-07-20 23:23:33.861386138,2024-07-20 23:43:33.861386138,0.9986295789610287,30,10,57.965239429969266,Ready sense hot high.,Alvarez Ville,Greenhaven,USA,LA,29,19,0,Rain,Afternoon,23,91,0
5535,2,29.983820159504617,-101.79542818292843,2024-07-21 00:16:07.776777678,2024-07-21 00:55:07.776777678,0.8268798674378222,32,41,20.209668686851337,Your environment policy director.,Robinson Extension,Hayesshire,USA,LA,82,0,0,Clear,Evening,57,60,0
5536,5,45.79463370641305,-100.70901412794281,2024-07-21 01:08:41.692169216,2024-07-21 01:46:41.692169216,4.27127324653551,46,3,13.75419619035519,Every could everybody inside six story yes.,April Forest,North Jennifermouth,USA,WA,26,14,1,Clear,Morning,116,13,0
5537,4,46.75627019453865,-117.11934291962939,2024-07-21 02:01:15.607560756,2024-07-21 02:51:15.607560756,1.8608647610853148,6,22,53.42399248680004,Now agreement court firm.,Rodriguez Plain,Amyberg,USA,MN,38,0,0,Clear,Afternoon,103,22,0
5538,5,39.937697970678116,-93.62635046624817,2024-07-21 02:53:49.522952294,2024-07-21 03:22:49.522952294,1.3872401507477277,44,11,46.70303130697441,Wall bar left business north near effort.,Norman Burg,Garyton,USA,ID,94,11,0,Clear,Morning,52,87,0
5539,3,48.60577167734091,-111.70327491122232,2024-07-21 03:46:23.438343834,2024-07-21 04:22:23.438343834,1.0556276491882708,58,41,48.45434103361648,Near be station hope.,Steele Mountains,Deanside,USA,DE,62,2,1,Clear,Evening,22,37,0
5540,4,31.90691332698956,-81.08748790766967,2024-07-21 04:38:57.353735372,2024-07-21 05:03:57.353735372,3.9070233690840253,51,24,5.975450637006265,Speech road economy I.,Kelsey Club,Mckaychester,USA,MI,71,5,0,Rain,Morning,69,118,0
5541,1,36.725951436160905,-91.82348708028148,2024-07-21 05:31:31.269126912,2024-07-21 06:23:31.269126912,4.863601399561663,58,36,20.032239712691105,Often value wish.,Carney River,Lake Maryfort,USA,VT,42,14,1,Rain,Morning,91,26,0
5542,4,38.05723287068144,-115.46393807586338,2024-07-21 06:24:05.184518452,2024-07-21 06:37:05.184518452,0.2971880872203788,33,44,13.052851924165878,Left cultural hear why level interesting garden.,Dudley Prairie,Jeremiahfurt,USA,VA,44,17,0,Rain,Afternoon,134,55,0
5543,3,38.82125419419616,-73.67999467314083,2024-07-21 07:16:39.099909990,2024-07-21 07:53:39.099909990,1.2882665982540276,57,15,15.551279335613255,Manager Republican however name education apply house by.,Gary Avenue,Castillofurt,USA,WV,13,17,0,Rain,Morning,53,96,0
5544,2,25.780459207232113,-82.72720873745195,2024-07-21 08:09:13.015301530,2024-07-21 08:31:13.015301530,2.3760755688994286,22,2,51.19008402160231,Approach usually pretty although strong money son Republican.,Holly Curve,Angelashire,USA,WV,10,13,1,Rain,Evening,124,108,0
5545,2,38.41998218744202,-69.4605041435443,2024-07-21 09:01:46.930693068,2024-07-21 09:32:46.930693068,2.8520432063801633,28,34,38.33084684808369,Experience take cultural structure whose middle early.,Drew Forks,Laurenstad,USA,OH,58,15,0,Rain,Night,65,57,0
5546,5,38.45802425432329,-113.71337981333303,2024-07-21 09:54:20.846084608,2024-07-21 10:06:20.846084608,4.447965460376878,25,9,55.53244744176004,Industry material former bad.,Lynch Crescent,Gomezmouth,USA,DC,64,5,1,Clear,Afternoon,104,31,0
5547,4,45.07864949665907,-110.6204064942828,2024-07-21 10:46:54.761476148,2024-07-21 11:06:54.761476148,3.553473098207411,20,22,23.94527698406764,Evening matter whose nothing for kitchen.,Bowen Landing,New Glenn,USA,HI,89,4,0,Rain,Evening,66,87,0
5548,3,32.07048720415822,-100.26184372304328,2024-07-21 11:39:28.676867686,2024-07-21 12:09:28.676867686,0.28402786254232737,53,37,52.624627898940616,Kitchen authority young second fill choose value yourself.,Brown Centers,West Alan,USA,PW,48,2,0,Clear,Night,78,114,0
5549,3,25.85201132891063,-93.35986986209609,2024-07-21 12:32:02.592259226,2024-07-21 12:46:02.592259226,3.156937366817004,57,26,34.686222744945425,Much scientist pick can the international.,Miller Lane,Lake Gregorybury,USA,NY,62,16,0,Clear,Morning,12,15,0
5550,2,25.600036825845713,-87.93529532675475,2024-07-21 13:24:36.507650764,2024-07-21 14:04:36.507650764,4.5614914914161435,50,8,15.713629807073142,Difference traditional why his.,William Flat,Carpenterburgh,USA,AS,48,7,1,Clear,Afternoon,53,37,0
5551,2,45.43313533251249,-117.9432626285592,2024-07-21 14:17:10.423042304,2024-07-21 14:35:10.423042304,4.887509616560519,42,12,50.97844880102254,Business rate task rise.,William Avenue,North Richard,USA,MT,79,10,0,Snow,Evening,95,40,0
5552,3,29.572542711772982,-122.59004546030027,2024-07-21 15:09:44.338433842,2024-07-21 15:38:44.338433842,0.8647760424272533,24,17,45.45579192508314,Public section its soldier.,Brown Rapids,South April,USA,OH,5,2,0,Clear,Night,26,92,0
5553,2,31.764219428628124,-99.13125310595308,2024-07-21 16:02:18.253825382,2024-07-21 16:50:18.253825382,1.7393061105709362,57,0,37.1244250761146,Answer leave why reason act enough rest.,Warner Ranch,Oliverton,USA,PW,51,8,0,Clear,Afternoon,145,65,0
5554,1,48.03882079868911,-97.75165920215383,2024-07-21 16:54:52.169216922,2024-07-21 17:08:52.169216922,4.87013582554811,9,26,17.882305889881923,Enough federal year at amount want.,Gabrielle Road,Jonesville,USA,FM,13,12,0,Clear,Afternoon,116,69,0
5555,5,32.64249168521081,-71.88285176667301,2024-07-21 17:47:26.084608460,2024-07-21 18:21:26.084608460,0.28693084129804425,40,29,41.28499631789592,New everyone Democrat sport center ask performance.,Amanda Street,South Juliatown,USA,CA,21,6,0,Clear,Night,115,66,0
5556,3,47.3050875003798,-98.32741303692212,2024-07-21 18:40:00.000000000,2024-07-21 18:45:00.000000000,4.654742205639989,17,5,53.43612546518804,Fish try trade clearly.,Cynthia View,Carterfort,USA,AZ,50,18,0,Clear,Evening,111,105,0
5557,3,44.65671525993966,-112.58417150680134,2024-07-21 19:32:33.915391538,2024-07-21 19:49:33.915391538,1.8678332803787883,17,42,55.45623749216583,Consumer rule news wide event else sort.,Melissa Fork,North Barbara,USA,VT,64,10,0,Fog,Morning,28,55,0
5558,1,38.975584888511705,-104.16326847749188,2024-07-21 20:25:07.830783078,2024-07-21 21:23:07.830783078,0.28131601922378585,56,19,13.551929898807018,By move agency benefit media including coach.,Christopher Junction,Brennanmouth,USA,IL,16,15,1,Clear,Morning,90,65,0
5559,5,40.90686505882813,-114.49659395528766,2024-07-21 21:17:41.746174616,2024-07-21 21:58:41.746174616,4.943145781418665,31,36,34.9809745224577,Computer share any nearly.,Cohen Extensions,South Carol,USA,PW,12,18,0,Clear,Evening,84,78,0
5560,1,48.87545137614025,-79.25572097011747,2024-07-21 22:10:15.661566156,2024-07-21 22:17:15.661566156,2.6885553756107754,27,30,21.21829101129539,Kind moment yeah foot.,Clark Port,Taramouth,USA,TN,29,8,1,Clear,Night,25,117,0
5561,3,37.27925831856169,-104.67014558049223,2024-07-21 23:02:49.576957696,2024-07-21 23:50:49.576957696,2.586401889777554,58,32,29.462005520935964,Quality accept general still.,Karen Unions,West Jonathanton,USA,TX,60,7,0,Fog,Night,54,38,0
5562,3,48.289589523873545,-78.87277383714647,2024-07-21 23:55:23.492349234,2024-07-22 00:20:23.492349234,0.18500489641897955,19,39,27.474415048309186,Glass ready less forward at television church.,Berry Orchard,Luisside,USA,FM,41,4,0,Rain,Night,122,18,0
5563,5,40.11159186476817,-88.78951478485168,2024-07-22 00:47:57.407740774,2024-07-22 01:35:57.407740774,4.8560575731041435,48,18,47.08869498073481,Shake rather quality business.,Harris Prairie,New Gloriafort,USA,WV,17,2,0,Rain,Evening,15,15,0
5564,2,42.403087902490256,-82.09650438627386,2024-07-22 01:40:31.323132312,2024-07-22 02:07:31.323132312,2.956183010992162,1,7,25.009664697767082,Hand manage mouth military.,Chelsea Estates,Morrisbury,USA,VI,19,12,0,Snow,Afternoon,115,90,0
5565,3,47.31096600729323,-81.01176007774276,2024-07-22 02:33:05.238523852,2024-07-22 02:54:05.238523852,1.1901632303626855,46,36,35.37090788054371,Medical president big stay outside public.,Jenkins Springs,Taylortown,USA,CO,28,4,0,Snow,Afternoon,127,51,0
5566,2,39.714216758778775,-90.70638548926033,2024-07-22 03:25:39.153915390,2024-07-22 04:00:39.153915390,4.6708913192073975,37,38,53.870506842743055,Government Republican statement attorney music share bed.,Karen Ramp,Thompsonhaven,USA,PW,99,6,0,Rain,Afternoon,134,67,0
5567,1,40.223567230638174,-108.73741067998925,2024-07-22 04:18:13.069306930,2024-07-22 05:04:13.069306930,4.408392110477969,27,26,49.03978624643604,Force establish instead four drop budget tax.,Tracy Fields,Bookerton,USA,SC,37,15,0,Fog,Night,114,87,0
5568,5,25.89531230831814,-81.64389193359274,2024-07-22 05:10:46.984698470,2024-07-22 05:30:46.984698470,3.406254249462207,25,2,26.609721924965815,Similar war central discuss.,Hunter Motorway,North Daltonberg,USA,AL,79,8,0,Clear,Morning,85,90,0
5569,2,39.79813928788511,-116.52083134596538,2024-07-22 06:03:20.900090008,2024-07-22 06:42:20.900090008,1.703368550186896,50,4,23.29216313963144,Black represent guy accept cultural.,Gabrielle Glen,Port Heathermouth,USA,OR,52,7,0,Clear,Night,23,59,0
5570,2,43.283825275185414,-108.42894139739724,2024-07-22 06:55:54.815481548,2024-07-22 07:53:54.815481548,4.4011885246611,20,40,20.19475772938532,He laugh build team.,Wells Spring,Beckerton,USA,ND,43,12,0,Clear,Afternoon,94,102,0
5571,4,40.48325335999384,-92.23561986281396,2024-07-22 07:48:28.730873086,2024-07-22 08:47:28.730873086,1.2999937317088914,11,21,57.461978148164874,Both various road write film.,Lee Island,East Jonathanfort,USA,FM,16,11,0,Clear,Afternoon,77,11,0
5572,3,47.607908455225015,-94.79575909889905,2024-07-22 08:41:02.646264626,2024-07-22 09:01:02.646264626,2.6390515438769224,17,5,53.61748392854596,Movement new create so whom along again.,Brady Key,Sherrihaven,USA,PR,98,15,0,Rain,Morning,135,39,0
5573,4,30.292522565172014,-93.25508617416527,2024-07-22 09:33:36.561656166,2024-07-22 10:10:36.561656166,4.513917336637375,5,14,15.936651822501096,Nothing main place daughter true be almost.,Hayes Place,East Lukeville,USA,IL,48,19,0,Snow,Night,141,32,0
